id,city,state,state_abbr,population,median_age,average_household_size,median_income,household_income,per_capita_income
3034,OSWEGATCHIE,New York,NY,419,53.9,2.12,22955,37083,22830
3035,STAR LAKE,New York,NY,705,52.5,2.13,25750,41591,25630
3036,STEPHENTOWN,New York,NY,2325,46.75,2.33,43813.5,79624.5,41165
3037,STERLING,New York,NY,2060,44.8,2.35,34095,58333,28924
3038,STILLWATER,New York,NY,5030,41.6,2.68,30145,66231,31000
3039,STITTVILLE,New York,NY,995,45.6,2.68,39271,80357,28055
3040,STONY CREEK,New York,NY,630,54,2.25,27036,51389,26330
3041,STOTTVILLE,New York,NY,284,28.4,2.63,14348,46176,14952
3042,STRATFORD,New York,NY,666,54.5,2.01,27708,41500,25821
3043,STUYVESANT,New York,NY,1998,41.4,2.62,35245,80238,30759
3045,SUMMIT,New York,NY,513,52.2,2.44,21776,50694,25922
3046,SYLVAN BEACH,New York,NY,540,63.7,1.91,21797,41250,25296
3047,SYRACUSE,New York,NY,228315,36.23,2.36,25268.47,46289.8,25376
3048,TABERG,New York,NY,3341,40.3,2.63,26242,48782,21858
3049,PLESSIS,New York,NY,198,21.8,3.67,14231,61548,18901
3050,THERESA,New York,NY,2937,38,2.7,27420,58750,29975
3051,THREE MILE BAY,New York,NY,486,43.6,2.48,23718,45417,25869
3052,PARADOX,New York,NY,76,77,1.85,43125,72188,33303
3053,TICONDEROGA,New York,NY,4929,44.7,2.34,25198,48750,25865
3054,TRIBES HILL,New York,NY,467,54.5,1.93,40268,58269,38624
3056,TROY,New York,NY,71184,36.37,2.28,28360.67,48608.33,27646.33
3057,TRUXTON,New York,NY,1623,46.2,2.59,28545,50865,26122
3058,TULLY,New York,NY,5209,45.2,2.65,31832,71659,35331
3059,TUPPER LAKE,New York,NY,6099,43,2.25,30472,54861,30217
3060,TURIN,New York,NY,569,48.9,2.3,31250,55625,30332
3061,UNADILLA,New York,NY,4111,47.7,2.32,25330,43821,26536
3062,UNION SPRINGS,New York,NY,2022,44.9,2.54,30853,64405,27711
3063,UPPER JAY,New York,NY,217,57.7,1.67,29375,32500,31214
3064,UTICA,New York,NY,70340,35.5,2.47,21433.5,37592.5,22212
3065,VALATIE,New York,NY,6852,45,2.54,34853,76250,35328
3066,VALLEY FALLS,New York,NY,2213,39.3,2.8,38246,78472,36836
3068,VERMONTVILLE,New York,NY,945,52.3,2.18,35500,66167,33711
3069,VERNON,New York,NY,3332,43.3,2.42,35586,64821,31589
3070,VERNON CENTER,New York,NY,1532,32.6,2.62,29464,47862,30890
3071,VERONA,New York,NY,3018,46.7,2.53,31335,57721,27074
3073,VESTAL,New York,NY,22204,42.5,2.5,30329,62279,34012
3074,VICTORY MILLS,New York,NY,460,36.3,2.77,19500,43750,20115
3075,VOORHEESVILLE,New York,NY,6232,46.3,2.52,45761,92852,45970
3076,WADDINGTON,New York,NY,1445,47.1,2.32,33500,70333,31932
3077,WALTON,New York,NY,6059,42.3,2.34,25117,49201,22348
3078,WAMPSVILLE,New York,NY,408,33.5,2.78,32396,57917,22672
3080,WARNERS,New York,NY,2449,35.7,3.03,41192,77083,28243
3081,WARNERVILLE,New York,NY,449,50.9,2.26,29555,49732,28798
3082,WARRENSBURG,New York,NY,4371,46.3,2.38,25725,48264,26599
3083,WATERFORD,New York,NY,10881,40.4,2.3,36732,65991,37721
3084,WATERLOO,New York,NY,10620,43.5,2.32,26777,51379,26465
3085,WATERTOWN,New York,NY,48211,27.4,2.7,26148,44614.5,20986.5
3086,FORT DRUM,New York,NY,4236,21.8,3.47,22109,38000,21688
3087,WATERVILLE,New York,NY,3469,46.2,2.36,29375,52813,26734
3088,WATERVLIET,New York,NY,17650,38.9,2.21,30899,52363,31347
3089,WEEDSPORT,New York,NY,5408,43.5,2.49,30340,60201,29311
3090,WELLS,New York,NY,995,51.8,5.11,19076,53125,23922
3091,WELLS BRIDGE,New York,NY,279,34.8,2.45,34028,66250,31782
3092,WEST CHAZY,New York,NY,4762,42,2.27,32733,51433,28269
3094,WEST DAVENPORT,New York,NY,80,28.2,3.08,31016,83250,23859
3096,WEST EDMESTON,New York,NY,1014,48.2,2.3,22731,39792,23199
3097,WESTERLO,New York,NY,1845,47.2,2.54,36439,77396,35084
3098,WESTERNVILLE,New York,NY,837,44.2,2.29,30240,56875,30023
3099,WESTFORD,New York,NY,154,39.1,2.8,28125,50625,25962
3100,WEST FULTON,New York,NY,158,37,2.47,33750,45500,25153
3101,WEST LEBANON,New York,NY,136,68.1,1.48,17679,19359,22338
3102,WEST LEYDEN,New York,NY,615,44.4,2.5,27083,51250,24823
3103,WEST MONROE,New York,NY,3168,42.5,2.42,29006,51154,26932
3104,WESTMORELAND,New York,NY,1659,38.1,2.53,35714,62643,28790
3105,WEST ONEONTA,New York,NY,328,38,2.83,25625,110375,36931
3106,WESTPORT,New York,NY,1469,55.5,2.11,26458,47727,31007
3107,WEST SAND LAKE,New York,NY,3462,40.9,2.85,41627,91699,39540
3109,WEST WINFIELD,New York,NY,3450,43.4,2.58,26754,55125,26322
3110,WEVERTOWN,New York,NY,179,50.8,2,38750,98571,36599
3111,WHITEHALL,New York,NY,4834,40.9,2.48,23790,44677,23021
3112,WHITESBORO,New York,NY,11351,47.6,2.23,35902,59583,36033
3113,WHITNEY POINT,New York,NY,4508,39,2.66,31005,60950,26224
3114,WILLET,New York,NY,638,30.9,2.9,22326,56667,19707
3115,WILLIAMSTOWN,New York,NY,1779,38.9,2.68,23630,50521,20853
3116,WILLSBORO,New York,NY,2094,53.6,2.25,24478,63750,34662
3117,WILLSEYVILLE,New York,NY,1089,36,2.25,28750,38695,26185
3118,WILMINGTON,New York,NY,1310,44.5,2.43,28698,58229,31332
3119,WINDSOR,New York,NY,6232,42,2.73,28059,67077,28126
3120,WINTHROP,New York,NY,1905,42.7,2.34,18645,39167,21416
3121,WOODGATE,New York,NY,232,55.4,2.23,29821,63333,37136
3122,WORCESTER,New York,NY,2147,47.4,2.4,28407,45488,25177
3123,WYNANTSKILL,New York,NY,7760,44.2,2.61,38545,82864,40596
3124,YORKVILLE,New York,NY,2123,35.1,2.45,25114,54583,23365
3125,BEAR,Delaware,DE,40832,39.1,2.84,39321,86033,38246
3126,BETHANY BEACH,Delaware,DE,2429,66.4,1.92,48340,84681,62742
3127,BETHEL,Delaware,DE,242,60.5,2.07,30179,61250,33581
3128,BRIDGEVILLE,Delaware,DE,9786,40.7,2.73,27654,50733,23639
3129,CAMDEN WYOMING,Delaware,DE,13569,41.8,2.68,34535,69306,33347
3130,CHESWOLD,Delaware,DE,243,34.3,2.59,20208,26389,16095
3131,CLAYMONT,Delaware,DE,15071,37,2.55,31614,55991,27796
3132,CLAYTON,Delaware,DE,8952,39.8,2.84,31224,64738,26360
3133,DAGSBORO,Delaware,DE,6333,52.6,2.54,30322,60147,30397
3134,DELAWARE CITY,Delaware,DE,2052,36.9,2.66,29774,57292,24587
3135,DELMAR,Delaware,DE,5523,41.1,2.63,26144,49221,24556
3136,DOVER,Delaware,DE,72189,33.6,2.58,27308.5,53836.5,25899
3138,ELLENDALE,Delaware,DE,2959,34.5,3.21,22107,48973,20695
3139,FELTON,Delaware,DE,12257,39.7,2.59,30803,51960,26550
3140,FRANKFORD,Delaware,DE,6251,44.5,2.65,25991,50911,28727
3141,FREDERICA,Delaware,DE,5079,37.3,2.8,22500,50885,23264
3142,GEORGETOWN,Delaware,DE,19625,36.7,2.85,25679,51782,24096
3143,GREENWOOD,Delaware,DE,7904,39.5,3.02,23168,51195,20788
3144,HARBESON,Delaware,DE,2016,48.9,2.74,37951,81302,44689
3145,HARRINGTON,Delaware,DE,10301,38.3,2.71,28962,49411,24066
3146,HARTLY,Delaware,DE,4570,42.4,2.76,30767,59487,29531
3147,HOCKESSIN,Delaware,DE,16140,47.9,2.68,56111,123657,58021
3148,HOUSTON,Delaware,DE,1561,45.9,2.68,25716,52656,22666
3150,LAUREL,Delaware,DE,14739,39,2.63,26963,49904,25669
3151,LEWES,Delaware,DE,24183,59,2.2,33052,68576,41957
3152,LINCOLN,Delaware,DE,6466,37.3,2.65,28787,52977,22429
3153,MAGNOLIA,Delaware,DE,11466,35.7,2.88,32321,70704,30475
3154,MIDDLETOWN,Delaware,DE,39223,38.4,3.04,43243,101603,39026
3155,MILFORD,Delaware,DE,20730,42.3,2.53,30230,58422,28345
3156,MILLSBORO,Delaware,DE,28462,49.6,2.42,27251,55245,27689
3157,MILTON,Delaware,DE,10402,49.7,2.26,33307,61612,36303
3159,NEWARK,Delaware,DE,142774,28.9,2.66,20710.2,67359,21710.8
3160,NEW CASTLE,Delaware,DE,61152,37.9,2.83,30748,59348,27558
3161,MILLVILLE,Delaware,DE,1228,51,2.47,38528,65536,32959
3162,OCEAN VIEW,Delaware,DE,8165,58.1,2.24,35532,70742,41891
3163,ODESSA,Delaware,DE,1160,37.1,3.52,45699,93276,26697
3164,PORT PENN,Delaware,DE,310,30.7,4.13,27000,36875,9580
3165,REHOBOTH BEACH,Delaware,DE,13090,57.5,1.99,37015,69018,56647
3167,SAINT GEORGES,Delaware,DE,224,47.8,2.22,54509,100764,39975
3168,SEAFORD,Delaware,DE,24976,41.3,2.65,26757,51401,26878
3169,FENWICK ISLAND,Delaware,DE,706,64.7,1.97,34926,67228,57836
3170,SELBYVILLE,Delaware,DE,9285,53.5,2.28,27444,52674,33055
3171,SMYRNA,Delaware,DE,25686,40.7,2.63,31343,60940,29381
3172,TOWNSEND,Delaware,DE,11742,39.5,3.09,39822,88883,32843
3173,VIOLA,Delaware,DE,721,34.5,2.93,24219,56667,24250
3175,WILMINGTON,Delaware,DE,219370,41.01,2.43,37403.5,67919.6,42151.5
3177,MARYDEL,Delaware,DE,1010,41.4,2.92,28200,58800,29243
3178,ABSECON,New Jersey,NJ,38366,42.75,2.61,28714.5,60659.5,30508.5
3179,ALLENHURST,New Jersey,NJ,1617,48.5,2.73,48073,137625,73623
3180,ALLENTOWN,New Jersey,NJ,6165,46.2,2.69,51011,116895,52005
3181,ALLENWOOD,New Jersey,NJ,988,42,3.53,36250,122826,32165
3182,ALLOWAY,New Jersey,NJ,869,45.8,2.31,32955,68750,29040
3183,ASBURY PARK,New Jersey,NJ,38580,39.8,2.38,32357,60869,36999
3184,ATCO,New Jersey,NJ,12495,39.6,3.04,33223,87885,33514
3185,ATLANTIC CITY,New Jersey,NJ,39075,35.7,2.49,17944,26006,19162
3186,MARGATE CITY,New Jersey,NJ,6200,60.6,1.89,40105,69896,56692
3187,LONGPORT,New Jersey,NJ,1088,63.2,2.06,50333,118393,84814
3188,VENTNOR CITY,New Jersey,NJ,10429,49,2.37,24945,52799,32904
3189,ATLANTIC HIGHLANDS,New Jersey,NJ,8733,46.7,2.42,41140,91012,54464
3190,AVALON,New Jersey,NJ,1525,64.6,1.9,40536,87273,73328
3191,AVON BY THE SEA,New Jersey,NJ,1814,52.4,1.99,51096,78323,69976
3192,BARNEGAT,New Jersey,NJ,23606,45.4,2.6,31223,70564,33806
3193,BARNEGAT LIGHT,New Jersey,NJ,365,69.7,1.77,32072,67750,51416
3194,BARRINGTON,New Jersey,NJ,5144,40.7,2.52,31972,70152,34655
3195,BAYVILLE,New Jersey,NJ,21127,40.9,2.72,34482,78496,34130
3196,BEACH HAVEN,New Jersey,NJ,6923,64.4,2,41585,82047,62552
3197,BEACHWOOD,New Jersey,NJ,11193,35.5,3.01,31951,72815,29344
3198,BELFORD,New Jersey,NJ,7552,38.9,3.15,41456,102542,37765
3199,BELLE MEAD,New Jersey,NJ,11688,40.9,3.2,71695,182837,65256
3200,BELMAR,New Jersey,NJ,21155,45.9,2.5,41470,92414,47973
3201,BERLIN,New Jersey,NJ,12824,41.5,2.65,37937,81354,36175
3202,BEVERLY,New Jersey,NJ,11354,42.1,2.56,31187,64085,31038
3204,BLACKWOOD,New Jersey,NJ,40040,37.1,2.68,33279,71865,31919
3205,BORDENTOWN,New Jersey,NJ,17911,41.1,2.54,45317,88865,40843
3206,BRADLEY BEACH,New Jersey,NJ,4262,41.6,1.96,39162,61209,51586
3207,BRICK,New Jersey,NJ,73921,44.65,2.5,34476,73081,37171.5
3208,BRIDGEPORT,New Jersey,NJ,659,32.2,3.2,61538,107838,35635
3209,BRIDGETON,New Jersey,NJ,45661,33.5,3.02,20559,46862,20879
3210,BRIELLE,New Jersey,NJ,4738,47.6,2.65,53000,133493,62022
3211,BRIGANTINE,New Jersey,NJ,9164,55.6,2.1,33577,65724,41869
3212,BROWNS MILLS,New Jersey,NJ,19837,37.5,2.87,31732,65531,26695
3213,BUENA,New Jersey,NJ,1351,48.8,2.35,33706,61458,28877
3214,BURLINGTON,New Jersey,NJ,33531,40.3,2.72,33429,74626,33896
3215,CAMDEN,New Jersey,NJ,73793,29.7,2.84,15747.25,25017,13922
3216,AUDUBON,New Jersey,NJ,9710,43.3,2.43,37547,74866,36935
3217,OAKLYN,New Jersey,NJ,13055,37.2,2.46,30785,54736,30635
3218,COLLINGSWOOD,New Jersey,NJ,18378,41.4,2.47,42621,88937,43576
3219,MERCHANTVILLE,New Jersey,NJ,22916,40.3,2.72,31866,68567,30557
3220,PENNSAUKEN,New Jersey,NJ,18397,37.9,3.23,28079,65648,24171
3221,CAPE MAY,New Jersey,NJ,18824,46.8,2.33,29725,67186,34225
3222,CAPE MAY COURT HOUSE,New Jersey,NJ,16648,45.9,2.57,31946,70009,35178
3223,CAPE MAY POINT,New Jersey,NJ,204,68,1.47,32955,46964,33786
3224,CEDARVILLE,New Jersey,NJ,2226,37.1,3.26,21592,69444,22935
3225,CHATSWORTH,New Jersey,NJ,1007,42.2,2.78,40714,95809,39707
3226,CHERRY HILL,New Jersey,NJ,71346,42.1,2.65,43361.67,97588.33,45671.33
3227,CLARKSBORO,New Jersey,NJ,2663,46.4,2.87,32500,85519,33959
3228,MILLSTONE TOWNSHIP,New Jersey,NJ,10571,45.2,3.15,55909,162127.5,60934.5
3229,CLAYTON,New Jersey,NJ,8095,39.4,2.79,24580,63698,32553
3230,CLEMENTON,New Jersey,NJ,44394,36.6,2.51,27162,50262,26138
3231,CLIFFWOOD,New Jersey,NJ,3039,36.2,2.69,36782,68350,33334
3232,COLTS NECK,New Jersey,NJ,10147,45.3,3.05,51615,166706,71108
3233,COLUMBUS,New Jersey,NJ,9210,50.6,2.49,45998,89770,46246
3234,COOKSTOWN,New Jersey,NJ,810,43.6,2.54,42928,79583,40133
3235,CRANBURY,New Jersey,NJ,10813,41.5,2.73,41477,83958,49422
3236,CREAM RIDGE,New Jersey,NJ,5392,44.3,2.86,47959,90104,43534
3237,CHESTERFIELD,New Jersey,NJ,6468,34.3,3.27,50412,142197,44575
3238,DEAL,New Jersey,NJ,749,58.9,2.43,31563,77778,62738
3239,DEEPWATER,New Jersey,NJ,371,47.5,2.17,20039,28785,19944
3240,DELMONT,New Jersey,NJ,2817,38.3,3.44,7475,72083,12153
3241,DORCHESTER,New Jersey,NJ,257,31.2,3.25,32411,44519,20692
3242,DOROTHY,New Jersey,NJ,1509,39.1,3.29,29528,79363,29418
3243,EATONTOWN,New Jersey,NJ,21245,42.9,2.42,40456,79868,46076
3244,EGG HARBOR CITY,New Jersey,NJ,13674,41,2.7,30336,63724,32174
3245,ELMER,New Jersey,NJ,12330,45,2.68,36520,79692,35730
3247,ENGLISHTOWN,New Jersey,NJ,44337,43.1,2.86,45509,106678,49555
3248,ESTELL MANOR,New Jersey,NJ,1179,46,2.82,40682,95662,35008
3250,FARMINGDALE,New Jersey,NJ,7758,38.9,2.84,34349,77128,38629
3251,FLORENCE,New Jersey,NJ,5509,42.5,2.42,35743,61500,36959
3252,FORKED RIVER,New Jersey,NJ,20180,42.8,2.61,36866,75333,35183
3253,FORTESCUE,New Jersey,NJ,200,69.6,1.54,17614,24773,19294
3254,FRANKLINVILLE,New Jersey,NJ,10938,41.3,3.01,33691,83596,33139
3255,FREEHOLD,New Jersey,NJ,55497,41.1,2.77,36814,86037,41667
3256,GIBBSBORO,New Jersey,NJ,2177,45,2.82,35703,84625,38758
3257,GIBBSTOWN,New Jersey,NJ,4861,43.1,2.54,32784,70255,30908
3258,GLASSBORO,New Jersey,NJ,20656,31.4,2.69,21123,67875,27462
3259,GLENDORA,New Jersey,NJ,4212,50,2.28,26770,55435,31762
3260,GLOUCESTER CITY,New Jersey,NJ,13339,35.9,2.78,27467,52136,24170
3261,GREENWICH,New Jersey,NJ,893,43.1,2.83,33702,71250,31475
3262,HADDONFIELD,New Jersey,NJ,16036,41.5,2.59,54594,111939,62142
3263,HADDON HEIGHTS,New Jersey,NJ,7678,44.7,2.56,40965,88667,45380
3264,HAINESPORT,New Jersey,NJ,5971,45.1,2.65,48718,97051,50600
3265,HAMMONTON,New Jersey,NJ,24033,44.1,2.66,32817,71798,34630
3266,HANCOCKS BRIDGE,New Jersey,NJ,67,59.8,2.31,26786,49583,45455
3267,HARRISONVILLE,New Jersey,NJ,115,34,4.11,55893,68676,21190
3268,HAZLET,New Jersey,NJ,17389,42.9,2.92,36497,98194,38250
3269,HEISLERVILLE,New Jersey,NJ,188,51.3,2.47,21875,88571,38902
3270,HIGHLANDS,New Jersey,NJ,4900,51.3,1.8,41015,60817,50159
3271,HIGHTSTOWN,New Jersey,NJ,27662,38.7,2.88,39486,87401,39606
3272,HOLMDEL,New Jersey,NJ,16729,48.4,2.85,56109,152294,70536
3273,HOPEWELL,New Jersey,NJ,4905,47.5,2.59,53514,126141,58560
3274,HOWELL,New Jersey,NJ,38492,39,3.06,40940,102961,39559
3275,ISLAND HEIGHTS,New Jersey,NJ,1438,51.3,2.31,40481,83929,43142
3276,JACKSON,New Jersey,NJ,56139,43.3,2.78,37221,87995,37123
3277,JOBSTOWN,New Jersey,NJ,1001,42.3,3.34,45125,110500,36344
3279,KEANSBURG,New Jersey,NJ,12738,41.9,2.42,29225,54092,30864
3280,KEYPORT,New Jersey,NJ,18939,40.4,2.72,28490,66782,31573
3282,VOORHEES,New Jersey,NJ,29392,44.7,2.59,38179,85164,45584
3283,LAKEHURST,New Jersey,NJ,2725,34.1,3.07,30485,62262,26633
3284,MANCHESTER TOWNSHIP,New Jersey,NJ,32970,68.6,1.71,24844,38212,33241
3285,LAKEWOOD,New Jersey,NJ,99467,20.6,4.1,22477,45321,16649
3286,LAMBERTVILLE,New Jersey,NJ,7662,45.9,2.23,47021,94740,52419
3287,LANDISVILLE,New Jersey,NJ,1531,35,2.83,32260,67958,34607
3288,LANOKA HARBOR,New Jersey,NJ,8264,47.1,2.65,32000,83086,38065
3289,LAVALLETTE,New Jersey,NJ,3582,63.8,1.98,37724,68224,50424
3290,LAWNSIDE,New Jersey,NJ,2846,48.3,2.52,31389,63494,29329
3291,LEESBURG,New Jersey,NJ,2954,39.1,2.14,8466,89167,14178
3292,LEONARDO,New Jersey,NJ,3909,43.4,2.77,40114,91042,39044
3293,LINCROFT,New Jersey,NJ,6193,44.9,2.92,47075,132222,49022
3294,LINWOOD,New Jersey,NJ,6959,47.8,2.64,38853,91861,43682
3295,LITTLE SILVER,New Jersey,NJ,5917,44.8,2.81,64668,144250,75491
3296,LONG BRANCH,New Jersey,NJ,31038,37,2.56,27911,55038,32915
3297,LUMBERTON,New Jersey,NJ,12309,41.9,2.65,42880,84347,42721
3298,MAGNOLIA,New Jersey,NJ,5678,37.3,2.67,30141,55250,27017
3299,MALAGA,New Jersey,NJ,1201,43.2,2.71,31544,65288,27771
3300,MANAHAWKIN,New Jersey,NJ,24841,44.6,2.58,34441,75981,38129
3301,MANASQUAN,New Jersey,NJ,12848,46.4,2.7,46581,112836,51472
3302,MANTOLOKING,New Jersey,NJ,1028,68.6,1.87,41823,84167,81301
3303,MANTUA,New Jersey,NJ,10357,41,2.44,39391,79032,38700
3304,MAPLE SHADE,New Jersey,NJ,18940,38.7,2.27,32516,57460,32023
3305,MARLBORO,New Jersey,NJ,18576,44.5,3.12,51899,144588,58321
3306,MARLTON,New Jersey,NJ,45489,42.4,2.6,42314,94395,45247
3307,MARMORA,New Jersey,NJ,4057,48.4,2.41,36141,73696,38084
3308,MATAWAN,New Jersey,NJ,31092,41.6,2.68,46470,99825,45939
3309,MAURICETOWN,New Jersey,NJ,108,45.5,1.96,55263,93098,43087
3310,MAYS LANDING,New Jersey,NJ,28066,39.9,2.63,30888,64266,31786
3311,MEDFORD,New Jersey,NJ,27454,45.3,2.72,48043,112267,52382
3312,MICKLETON,New Jersey,NJ,4831,38.3,3.16,55399,158359,53407
3313,MIDDLETOWN,New Jersey,NJ,27139,43.3,2.88,46362,113676,49395
3314,MILLVILLE,New Jersey,NJ,36305,37.8,2.66,25710,50220,24214
3315,MILMAY,New Jersey,NJ,1268,31.3,3.7,51450,97583,30633
3316,MINOTOLA,New Jersey,NJ,2220,42.8,2.22,22297,33470,21592
3317,MONMOUTH BEACH,New Jersey,NJ,3237,53.3,2.29,50717,110380,64206
3318,MONROEVILLE,New Jersey,NJ,5077,46.1,3.05,35784,105329,38649
3319,MOORESTOWN,New Jersey,NJ,20893,44.9,2.81,54714,132713,66698
3320,MORGANVILLE,New Jersey,NJ,19837,41.3,3.26,60746,145118,57947
3321,MOUNT EPHRAIM,New Jersey,NJ,5676,37,2.67,31737,73211,31844
3322,MOUNT HOLLY,New Jersey,NJ,24349,38.9,2.7,38128,79475,35806
3323,MOUNT LAUREL,New Jersey,NJ,41795,43.1,2.41,48823,92826,48398
3324,MOUNT ROYAL,New Jersey,NJ,2957,31.5,3.32,55231,144258,44960
3325,MULLICA HILL,New Jersey,NJ,16272,39.6,3.01,49258,125926,49709
3326,NATIONAL PARK,New Jersey,NJ,3068,39.1,2.79,28538,62545,26384
3327,NEPTUNE,New Jersey,NJ,38073,45.1,2.39,33151,64774,35715
3328,NEW EGYPT,New Jersey,NJ,6371,40.3,2.91,41376,108185,40019
3329,NEWFIELD,New Jersey,NJ,5074,44.8,2.62,32239,68405,32551
3330,NEW GRETNA,New Jersey,NJ,546,38.5,2.84,26364,61974,24925
3332,NEWPORT,New Jersey,NJ,742,51.1,2.36,26313,56339,24874
3334,NORTHFIELD,New Jersey,NJ,8480,42.8,2.87,35320,73586,36403
3335,OAKHURST,New Jersey,NJ,5977,45.1,2.74,41433,90192,41065
3336,OCEAN CITY,New Jersey,NJ,11328,53.2,2.14,32962,72715,46522
3337,OCEAN GATE,New Jersey,NJ,1911,42.3,2.5,26804,62813,30911
3338,OCEAN GROVE,New Jersey,NJ,2943,59,1.57,34848,60000,58884
3339,OCEANPORT,New Jersey,NJ,5738,47.5,2.69,43962,107571,44513
3340,OCEAN VIEW,New Jersey,NJ,5458,42.7,2.63,35583,81698,36395
3341,PALMYRA,New Jersey,NJ,7296,42.1,2.44,35861,68307,33125
3342,PAULSBORO,New Jersey,NJ,8700,39.2,2.42,30876,49303,25355
3343,PEDRICKTOWN,New Jersey,NJ,1610,38.2,2.61,35362,78239,39008
3344,PEMBERTON,New Jersey,NJ,7166,39.7,2.56,30908,58574,32083
3345,PENNINGTON,New Jersey,NJ,12949,46,2.63,59475,126108,68478
3346,PENNS GROVE,New Jersey,NJ,12608,37.3,2.63,24490,49176,24138
3347,PENNSVILLE,New Jersey,NJ,12458,43.5,2.49,32046,62417,34673
3348,PINE BEACH,New Jersey,NJ,2651,49.4,2.74,38368,93750,39785
3349,PITMAN,New Jersey,NJ,9415,41.7,2.64,34908,74492,33736
3350,PLAINSBORO,New Jersey,NJ,20239,35.3,2.54,62388,98883,49210
3351,PLEASANTVILLE,New Jersey,NJ,19507,35.7,3.05,20324,40196,18627
3352,EGG HARBOR TOWNSHIP,New Jersey,NJ,42628,40.1,3.05,31469,78324,31556
3353,POINT PLEASANT BEACH,New Jersey,NJ,24410,45.2,2.45,46138,92579,46334
3355,PORT ELIZABETH,New Jersey,NJ,131,54.3,1.96,27176,56838,28350
3356,PORT MONMOUTH,New Jersey,NJ,4275,40.8,2.95,39811,92879,37658
3357,PORT NORRIS,New Jersey,NJ,2202,41.2,2.56,20840,34821,22512
3358,PORT REPUBLIC,New Jersey,NJ,1043,48.6,2.73,40391,102375,44776
3359,PRINCETON,New Jersey,NJ,54660,34.5,2.39,38274,104476,54418.5
3360,PRINCETON JUNCTION,New Jersey,NJ,19486,45,2.94,73554,200049,75494
3361,QUINTON,New Jersey,NJ,327,47,2.6,29031,66346,26569
3362,RANCOCAS,New Jersey,NJ,248,47.5,3.4,88828,193583,57857
3363,RED BANK,New Jersey,NJ,23874,40.5,2.46,37445,84520,46621
3364,SHREWSBURY,New Jersey,NJ,4051,46.6,2.7,48214,122321,55346
3366,FAIR HAVEN,New Jersey,NJ,6015,41.2,3.18,62188,158264,64598
3369,RINGOES,New Jersey,NJ,5318,45.4,2.95,49792,136765,57664
3370,RIO GRANDE,New Jersey,NJ,3004,43.5,2.31,21955,53496,29856
3371,RIVERSIDE,New Jersey,NJ,28894,39.4,2.74,38098,79486,34858
3372,RIVERTON,New Jersey,NJ,19258,42.5,2.86,41627,97602,41761
3373,ROCKY HILL,New Jersey,NJ,622,44,2.64,46818,112917,52779
3374,ROEBLING,New Jersey,NJ,3756,38.9,2.63,40754,81273,35674
3375,ROOSEVELT,New Jersey,NJ,805,41.7,2.9,46845,100556,39107
3376,ROSENHAYN,New Jersey,NJ,712,33.3,3.18,25976,68500,22547
3377,RUMSON,New Jersey,NJ,8803,44.5,2.77,58400,138917,94680
3378,RUNNEMEDE,New Jersey,NJ,8360,36.9,2.63,31209,61210,27153
3379,SALEM,New Jersey,NJ,10353,39.7,2.52,25844,42357,26064
3380,SEA GIRT,New Jersey,NJ,3272,55.4,2.32,50745,117950,81375
3381,SEA ISLE CITY,New Jersey,NJ,1971,62.9,1.95,36159,72153,52063
3382,SEASIDE HEIGHTS,New Jersey,NJ,4230,39.7,2.39,24764,56667,34286
3383,SEASIDE PARK,New Jersey,NJ,2200,59.7,1.85,44667,62464,51898
3384,SEWELL,New Jersey,NJ,37112,43,2.84,39397,97452,42424
3385,SHILOH,New Jersey,NJ,450,45.8,2.57,31000,54375,29322
3386,SICKLERVILLE,New Jersey,NJ,49421,37.3,2.93,37096,83694,34036
3387,SKILLMAN,New Jersey,NJ,7584,45.8,2.91,67411,201964,81655
3388,SOMERDALE,New Jersey,NJ,9684,42.7,2.63,34478,69783,33861
3389,SOMERS POINT,New Jersey,NJ,10811,41,2.41,27764,52767,29993
3390,BELLMAWR,New Jersey,NJ,11482,41.4,2.63,26006,49713,24676
3392,SPRING LAKE,New Jersey,NJ,8250,53,2.13,43191,77500,50910
3393,STOCKTON,New Jersey,NJ,5304,49.7,2.58,54555,124088,59674
3394,STONE HARBOR,New Jersey,NJ,1037,61.5,2.13,42969,101484,74263
3395,STRATFORD,New Jersey,NJ,7003,41.6,2.69,32374,72652,31707
3397,SWEDESBORO,New Jersey,NJ,20424,37.7,3.01,51184,111318,42235
3398,THOROFARE,New Jersey,NJ,7947,45.1,2.49,39818,78609,39394
3399,TITUSVILLE,New Jersey,NJ,3840,47,2.73,54889,109973,66116
3400,TOMS RIVER,New Jersey,NJ,122460,50.7,2.38,31560.33,63520,34921.33
3401,TRENTON,New Jersey,NJ,231699,37.98,2.77,31770.85,63709,29288.54
3402,FORT DIX,New Jersey,NJ,8032,34.4,3.16,18551,58750,12974
3403,LAWRENCE TOWNSHIP,New Jersey,NJ,32231,39.4,2.53,39659,95537,42483
3404,TUCKERTON,New Jersey,NJ,24764,46.3,2.39,32068,63832,33111
3405,VILLAS,New Jersey,NJ,9423,45.3,2.21,27563,49184,28881
3406,VINCENTOWN,New Jersey,NJ,24153,48.6,2.56,36333,77303,38237
3407,VINELAND,New Jersey,NJ,61279,40.3,2.74,25878,61667.5,28013.5
3408,WARETOWN,New Jersey,NJ,7651,58.4,2.22,32508,66692,37202
